2.22E-01,-1.73E-01,-2.29E-05
2.22E-01,-2.17E-01,-2.28E-05
2.22E-01,-2.60E-01,-2.26E-05
2.67E-01,-4.33E-02,-2.31E-05
2.67E-01,-8.67E-02,-2.31E-05
2.67E-01,-1.30E-01,-2.29E-05
2.67E-01,-1.73E-01,-2.28E-05
2.67E-01,-2.17E-01,-2.27E-05
2.67E-01,-2.60E-01,-2.26E-05
3.11E-01,-4.33E-02,-2.30E-05
3.11E-01,-8.67E-02,-2.29E-05
3.11E-01,-1.30E-01,-2.29E-05
3.11E-01,-1.73E-01,-2.27E-05
3.11E-01,-2.17E-01,-2.26E-05
3.11E-01,-2.60E-01,-2.25E-05
3.56E-01,-4.33E-02,-2.29E-05
3.56E-01,-8.67E-02,-2.28E-05
3.56E-01,-1.30E-01,-2.27E-05
3.56E-01,-1.73E-01,-2.26E-05
3.56E-01,-2.17E-01,-2.25E-05
3.56E-01,-2.60E-01,-2.24E-05
4.00E-01,-4.33E-02,-2.28E-05
4.00E-01,-8.67E-02,-2.27E-05
4.00E-01,-1.30E-01,-2.26E-05
4.00E-01,-1.73E-01,-2.25E-05
4.00E-01,-2.17E-01,-2.24E-05
4.00E-01,-2.60E-01,-2.23E-05
4.44E-01,-4.33E-02,-2.26E-05
4.44E-01,-8.67E-02,-2.26E-05
4.44E-01,-1.30E-01,-2.25E-05
4.44E-01,-1.73E-01,-2.24E-05
4.44E-01,-2.17E-01,-2.23E-05
4.44E-01,-2.60E-01,-2.22E-05
4.89E-01,-4.33E-02,-2.25E-05
4.89E-01,-8.67E-02,-2.25E-05
4.89E-01,-1.30E-01,-2.24E-05
4.89E-01,-1.73E-01,-2.23E-05
4.89E-01,-2.17E-01,-2.22E-05
4.89E-01,-2.60E-01,-2.22E-05
5.33E-01,-4.33E-02,-2.24E-05
5.33E-01,-8.67E-02,-2.23E-05
5.33E-01,-1.30E-01,-2.23E-05
5.33E-01,-1.73E-01,-2.22E-05
5.33E-01,-2.17E-01,-2.21E-05
5.33E-01,-2.60E-01,-2.21E-05
5.78E-01,-4.33E-02,-2.23E-05
5.78E-01,-8.67E-02,-2.22E-05
5.78E-01,-1.30E-01,-2.22E-05
5.78E-01,-1.73E-01,-2.21E-05
5.78E-01,-2.17E-01,-2.21E-05
5.78E-01,-2.60E-01,-2.20E-05
6.22E-01,-4.33E-02,-2.21E-05
6.22E-01,-8.67E-02,-2.21E-05
6.22E-01,-1.30E-01,-2.21E-05
6.22E-01,-1.73E-01,-2.20E-05
6.22E-01,-2.17E-01,-2.20E-05
6.22E-01,-2.60E-01,-2.19E-05
6.67E-01,-4.33E-02,-2.20E-05
6.67E-01,-8.67E-02,-2.20E-05
6.67E-01,-1.30E-01,-2.20E-05
6.67E-01,-1.73E-01,-2.19E-05
6.67E-01,-2.17E-01,-2.19E-05
6.67E-01,-2.60E-01,-2.18E-05
7.11E-01,-4.33E-02,-2.19E-05
7.11E-01,-8.67E-02,-2.19E-05
7.11E-01,-1.30E-01,-2.19E-05
7.11E-01,-1.73E-01,-2.18E-05
7.11E-01,-2.17E-01,-2.18E-05
7.11E-01,-2.60E-01,-2.17E-05
7.55E-01,-4.33E-02,-2.18E-05
7.55E-01,-8.67E-02,-2.18E-05
7.55E-01,-1.30E-01,-2.18E-05
7.55E-01,-1.73E-01,-2.17E-05
7.55E-01,-2.17E-01,-2.17E-05
7.55E-01,-2.60E-01,-2.16E-05
8.00E-01,-4.33E-02,-2.17E-05
8.00E-01,-8.67E-02,-2.17E-05
8.00E-01,-1.30E-01,-2.17E-05
8.00E-01,-1.73E-01,-2.16E-05
8.00E-01,-2.17E-01,-2.16E-05
8.00E-01,-2.60E-01,-2.16E-05
-4.44E-02,0.00E+00,-2.35E-05
-8.89E-02,0.00E+00,-2.34E-05
-1.33E-01,0.00E+00,-2.34E-05
-1.78E-01,0.00E+00,-2.33E-05
-2.22E-01,0.00E+00,-2.32E-05
-2.67E-01,0.00E+00,-2.31E-05
-3.11E-01,0.00E+00,-2.30E-05
-3.56E-01,0.00E+00,-2.29E-05
-4.00E-01,0.00E+00,-2.28E-05
-4.44E-01,0.00E+00,-2.26E-05
-4.89E-01,0.00E+00,-2.25E-05
-5.33E-01,0.00E+00,-2.24E-05
-5.78E-01,0.00E+00,-2.22E-05
-6.22E-01,0.00E+00,-2.21E-05
-6.67E-01,0.00E+00,-2.20E-05
-7.11E-01,0.00E+00,-2.19E-05
-7.55E-01,0.00E+00,-2.17E-05
-8.00E-01,0.00E+00,-2.16E-05
-8.00E-01,-4.33E-02,-2.16E-05
-8.00E-01,-8.67E-02,-2.16E-05
-8.00E-01,-1.30E-01,-2.16E-05
-8.00E-01,-1.73E-01,-2.16E-05
-8.00E-01,-2.17E-01,-2.15E-05
-8.00E-01,-2.60E-01,-2.15E-05
-7.55E-01,-4.33E-02,-2.17E-05
-7.55E-01,-8.67E-02,-2.17E-05
-7.55E-01,-1.30E-01,-2.17E-05
-7.55E-01,-1.73E-01,-2.17E-05
-7.55E-01,-2.17E-01,-2.16E-05
-7.55E-01,-2.60E-01,-2.16E-05
-7.11E-01,-4.33E-02,-2.18E-05
-7.11E-01,-8.67E-02,-2.18E-05
-7.11E-01,-1.30E-01,-2.18E-05
-7.11E-01,-1.73E-01,-2.18E-05
-7.11E-01,-2.17E-01,-2.17E-05
-7.11E-01,-2.60E-01,-2.17E-05
-6.67E-01,-4.33E-02,-2.20E-05
-6.67E-01,-8.67E-02,-2.19E-05
-6.67E-01,-1.30E-01,-2.19E-05
-6.67E-01,-1.73E-01,-2.19E-05
-6.67E-01,-2.17E-01,-2.18E-05
-6.67E-01,-2.60E-01,-2.18E-05
-6.22E-01,-4.33E-02,-2.21E-05
-6.22E-01,-8.67E-02,-2.21E-05
-6.22E-01,-1.30E-01,-2.20E-05
-6.22E-01,-1.73E-01,-2.20E-05
-6.22E-01,-2.17E-01,-2.19E-05
-6.22E-01,-2.60E-01,-2.18E-05
-5.78E-01,-4.33E-02,-2.22E-05
-5.78E-01,-8.67E-02,-2.22E-05
-5.78E-01,-1.30E-01,-2.21E-05
-5.78E-01,-1.73E-01,-2.21E-05
-5.78E-01,-2.17E-01,-2.20E-05
-5.78E-01,-2.60E-01,-2.19E-05
-5.33E-01,-4.33E-02,-2.23E-05
-5.33E-01,-8.67E-02,-2.23E-05
-5.33E-01,-1.30E-01,-2.23E-05
-5.33E-01,-1.73E-01,-2.22E-05
-5.33E-01,-2.17E-01,-2.21E-05
-5.33E-01,-2.60E-01,-2.20E-05
-4.89E-01,-4.33E-02,-2.25E-05
-4.89E-01,-8.67E-02,-2.24E-05
-4.89E-01,-1.30E-01,-2.24E-05
-4.89E-01,-1.73E-01,-2.23E-05
-4.89E-01,-2.17E-01,-2.22E-05
-4.89E-01,-2.60E-01,-2.21E-05
-4.44E-01,-4.33E-02,-2.26E-05
-4.44E-01,-8.67E-02,-2.26E-05
-4.44E-01,-1.30E-01,-2.25E-05
-4.44E-01,-1.73E-01,-2.24E-05
-4.44E-01,-2.17E-01,-2.23E-05
-4.44E-01,-2.60E-01,-2.22E-05
-4.00E-01,-4.33E-02,-2.27E-05
-4.00E-01,-8.67E-02,-2.27E-05
-4.00E-01,-1.30E-01,-2.26E-05
-4.00E-01,-1.73E-01,-2.25E-05
-4.00E-01,-2.17E-01,-2.24E-05
-4.00E-01,-2.60E-01,-2.23E-05
-3.56E-01,-4.33E-02,-2.29E-05
-3.56E-01,-8.67E-02,-2.28E-05
-3.56E-01,-1.30E-01,-2.27E-05
-3.56E-01,-1.73E-01,-2.26E-05
-3.56E-01,-2.17E-01,-2.25E-05
-3.56E-01,-2.60E-01,-2.24E-05
-3.11E-01,-4.33E-02,-2.30E-05
-3.11E-01,-8.67E-02,-2.29E-05
-3.11E-01,-1.30E-01,-2.28E-05
-3.11E-01,-1.73E-01,-2.27E-05
-3.11E-01,-2.17E-01,-2.26E-05
-3.11E-01,-2.60E-01,-2.25E-05
-2.67E-01,-4.33E-02,-2.31E-05
-2.67E-01,-8.67E-02,-2.30E-05
-2.67E-01,-1.30E-01,-2.29E-05
-2.67E-01,-1.73E-01,-2.28E-05
-2.67E-01,-2.17E-01,-2.27E-05
-2.67E-01,-2.60E-01,-2.25E-05
-2.22E-01,-4.33E-02,-2.32E-05
-2.22E-01,-8.67E-02,-2.31E-05
-2.22E-01,-1.30E-01,-2.30E-05
-2.22E-01,-1.73E-01,-2.29E-05
-2.22E-01,-2.17E-01,-2.27E-05
-2.22E-01,-2.60E-01,-2.26E-05
-1.78E-01,-4.33E-02,-2.33E-05
-1.78E-01,-8.67E-02,-2.32E-05
-1.78E-01,-1.30E-01,-2.31E-05
-1.78E-01,-1.73E-01,-2.29E-05
-1.78E-01,-2.17E-01,-2.28E-05
-1.78E-01,-2.60E-01,-2.26E-05
-1.33E-01,-4.33E-02,-2.34E-05
-1.33E-01,-8.67E-02,-2.33E-05
-1.33E-01,-1.30E-01,-2.32E-05
-1.33E-01,-1.73E-01,-2.30E-05
-1.33E-01,-2.17E-01,-2.28E-05
-1.33E-01,-2.60E-01,-2.27E-05
-8.89E-02,-4.33E-02,-2.34E-05
-8.89E-02,-8.67E-02,-2.33E-05
-8.89E-02,-1.30E-01,-2.32E-05
-8.89E-02,-1.73E-01,-2.30E-05
-8.89E-02,-2.17E-01,-2.29E-05
-8.89E-02,-2.60E-01,-2.27E-05
-4.44E-02,-4.33E-02,-2.34E-05
-4.44E-02,-8.67E-02,-2.34E-05
-4.44E-02,-1.30E-01,-2.32E-05
-4.44E-02,-1.73E-01,-2.31E-05
-4.44E-02,-2.17E-01,-2.29E-05
-4.44E-02,-2.60E-01,-2.27E-05
