1.78E-01,-2.60E-01,-3.35E-06
2.22E-01,-4.33E-02,-3.42E-06
2.22E-01,-8.67E-02,-3.41E-06
2.22E-01,-1.30E-01,-3.39E-06
2.22E-01,-1.73E-01,-3.38E-06
2.22E-01,-2.17E-01,-3.36E-06
2.22E-01,-2.60E-01,-3.34E-06
2.67E-01,-4.33E-02,-3.41E-06
2.67E-01,-8.67E-02,-3.40E-06
2.67E-01,-1.30E-01,-3.38E-06
2.67E-01,-1.73E-01,-3.37E-06
2.67E-01,-2.17E-01,-3.35E-06
2.67E-01,-2.60E-01,-3.33E-06
3.11E-01,-4.33E-02,-3.39E-06
3.11E-01,-8.67E-02,-3.38E-06
3.11E-01,-1.30E-01,-3.37E-06
3.11E-01,-1.73E-01,-3.36E-06
3.11E-01,-2.17E-01,-3.34E-06
3.11E-01,-2.60E-01,-3.32E-06
3.56E-01,-4.33E-02,-3.38E-06
3.56E-01,-8.67E-02,-3.37E-06
3.56E-01,-1.30E-01,-3.36E-06
3.56E-01,-1.73E-01,-3.34E-06
3.56E-01,-2.17E-01,-3.33E-06
3.56E-01,-2.60E-01,-3.31E-06
4.00E-01,-4.33E-02,-3.36E-06
4.00E-01,-8.67E-02,-3.35E-06
4.00E-01,-1.30E-01,-3.34E-06
4.00E-01,-1.73E-01,-3.33E-06
4.00E-01,-2.17E-01,-3.32E-06
4.00E-01,-2.60E-01,-3.30E-06
4.44E-01,-4.33E-02,-3.34E-06
4.44E-01,-8.67E-02,-3.34E-06
4.44E-01,-1.30E-01,-3.33E-06
4.44E-01,-1.73E-01,-3.32E-06
4.44E-01,-2.17E-01,-3.30E-06
4.44E-01,-2.60E-01,-3.29E-06
4.89E-01,-4.33E-02,-3.33E-06
4.89E-01,-8.67E-02,-3.32E-06
4.89E-01,-1.30E-01,-3.31E-06
4.89E-01,-1.73E-01,-3.30E-06
4.89E-01,-2.17E-01,-3.29E-06
4.89E-01,-2.60E-01,-3.28E-06
5.33E-01,-4.33E-02,-3.31E-06
5.33E-01,-8.67E-02,-3.30E-06
5.33E-01,-1.30E-01,-3.30E-06
5.33E-01,-1.73E-01,-3.29E-06
5.33E-01,-2.17E-01,-3.28E-06
5.33E-01,-2.60E-01,-3.27E-06
5.78E-01,-4.33E-02,-3.29E-06
5.78E-01,-8.67E-02,-3.29E-06
5.78E-01,-1.30E-01,-3.28E-06
5.78E-01,-1.73E-01,-3.27E-06
5.78E-01,-2.17E-01,-3.27E-06
5.78E-01,-2.60E-01,-3.26E-06
6.22E-01,-4.33E-02,-3.28E-06
6.22E-01,-8.67E-02,-3.27E-06
6.22E-01,-1.30E-01,-3.27E-06
6.22E-01,-1.73E-01,-3.26E-06
6.22E-01,-2.17E-01,-3.25E-06
6.22E-01,-2.60E-01,-3.24E-06
6.67E-01,-4.33E-02,-3.26E-06
6.67E-01,-8.67E-02,-3.26E-06
6.67E-01,-1.30E-01,-3.25E-06
6.67E-01,-1.73E-01,-3.25E-06
6.67E-01,-2.17E-01,-3.24E-06
6.67E-01,-2.60E-01,-3.23E-06
7.11E-01,-4.33E-02,-3.24E-06
7.11E-01,-8.67E-02,-3.24E-06
7.11E-01,-1.30E-01,-3.24E-06
7.11E-01,-1.73E-01,-3.23E-06
7.11E-01,-2.17E-01,-3.23E-06
7.11E-01,-2.60E-01,-3.22E-06
7.55E-01,-4.33E-02,-3.23E-06
7.55E-01,-8.67E-02,-3.23E-06
7.55E-01,-1.30E-01,-3.22E-06
7.55E-01,-1.73E-01,-3.22E-06
7.55E-01,-2.17E-01,-3.22E-06
7.55E-01,-2.60E-01,-3.21E-06
8.00E-01,-4.33E-02,-3.22E-06
8.00E-01,-8.67E-02,-3.21E-06
8.00E-01,-1.30E-01,-3.21E-06
8.00E-01,-1.73E-01,-3.21E-06
8.00E-01,-2.17E-01,-3.20E-06
8.00E-01,-2.60E-01,-3.20E-06
-4.44E-02,0.00E+00,-3.45E-06
-8.89E-02,0.00E+00,-3.45E-06
-1.33E-01,0.00E+00,-3.44E-06
-1.78E-01,0.00E+00,-3.43E-06
-2.22E-01,0.00E+00,-3.42E-06
-2.67E-01,0.00E+00,-3.41E-06
-3.11E-01,0.00E+00,-3.39E-06
-3.56E-01,0.00E+00,-3.37E-06
-4.00E-01,0.00E+00,-3.36E-06
-4.44E-01,0.00E+00,-3.34E-06
-4.89E-01,0.00E+00,-3.32E-06
-5.33E-01,0.00E+00,-3.31E-06
-5.78E-01,0.00E+00,-3.29E-06
-6.22E-01,0.00E+00,-3.27E-06
-6.67E-01,0.00E+00,-3.25E-06
-7.11E-01,0.00E+00,-3.24E-06
-7.55E-01,0.00E+00,-3.22E-06
-8.00E-01,0.00E+00,-3.21E-06
-8.00E-01,-4.33E-02,-3.21E-06
-8.00E-01,-8.67E-02,-3.21E-06
-8.00E-01,-1.30E-01,-3.20E-06
-8.00E-01,-1.73E-01,-3.20E-06
-8.00E-01,-2.17E-01,-3.19E-06
-8.00E-01,-2.60E-01,-3.19E-06
-7.55E-01,-4.33E-02,-3.22E-06
-7.55E-01,-8.67E-02,-3.22E-06
-7.55E-01,-1.30E-01,-3.22E-06
-7.55E-01,-1.73E-01,-3.21E-06
-7.55E-01,-2.17E-01,-3.21E-06
-7.55E-01,-2.60E-01,-3.20E-06
-7.11E-01,-4.33E-02,-3.24E-06
-7.11E-01,-8.67E-02,-3.23E-06
-7.11E-01,-1.30E-01,-3.23E-06
-7.11E-01,-1.73E-01,-3.23E-06
-7.11E-01,-2.17E-01,-3.22E-06
-7.11E-01,-2.60E-01,-3.21E-06
-6.67E-01,-4.33E-02,-3.25E-06
-6.67E-01,-8.67E-02,-3.25E-06
-6.67E-01,-1.30E-01,-3.25E-06
-6.67E-01,-1.73E-01,-3.24E-06
-6.67E-01,-2.17E-01,-3.23E-06
-6.67E-01,-2.60E-01,-3.23E-06
-6.22E-01,-4.33E-02,-3.27E-06
-6.22E-01,-8.67E-02,-3.27E-06
-6.22E-01,-1.30E-01,-3.26E-06
-6.22E-01,-1.73E-01,-3.25E-06
-6.22E-01,-2.17E-01,-3.25E-06
-6.22E-01,-2.60E-01,-3.24E-06
-5.78E-01,-4.33E-02,-3.29E-06
-5.78E-01,-8.67E-02,-3.28E-06
-5.78E-01,-1.30E-01,-3.28E-06
-5.78E-01,-1.73E-01,-3.27E-06
-5.78E-01,-2.17E-01,-3.26E-06
-5.78E-01,-2.60E-01,-3.25E-06
-5.33E-01,-4.33E-02,-3.30E-06
-5.33E-01,-8.67E-02,-3.30E-06
-5.33E-01,-1.30E-01,-3.29E-06
-5.33E-01,-1.73E-01,-3.28E-06
-5.33E-01,-2.17E-01,-3.27E-06
-5.33E-01,-2.60E-01,-3.26E-06
-4.89E-01,-4.33E-02,-3.32E-06
-4.89E-01,-8.67E-02,-3.32E-06
-4.89E-01,-1.30E-01,-3.31E-06
-4.89E-01,-1.73E-01,-3.30E-06
-4.89E-01,-2.17E-01,-3.29E-06
-4.89E-01,-2.60E-01,-3.27E-06
-4.44E-01,-4.33E-02,-3.34E-06
-4.44E-01,-8.67E-02,-3.33E-06
-4.44E-01,-1.30E-01,-3.32E-06
-4.44E-01,-1.73E-01,-3.31E-06
-4.44E-01,-2.17E-01,-3.30E-06
-4.44E-01,-2.60E-01,-3.29E-06
-4.00E-01,-4.33E-02,-3.36E-06
-4.00E-01,-8.67E-02,-3.35E-06
-4.00E-01,-1.30E-01,-3.34E-06
-4.00E-01,-1.73E-01,-3.33E-06
-4.00E-01,-2.17E-01,-3.31E-06
-4.00E-01,-2.60E-01,-3.30E-06
-3.56E-01,-4.33E-02,-3.37E-06
-3.56E-01,-8.67E-02,-3.36E-06
-3.56E-01,-1.30E-01,-3.35E-06
-3.56E-01,-1.73E-01,-3.34E-06
-3.56E-01,-2.17E-01,-3.32E-06
-3.56E-01,-2.60E-01,-3.31E-06
-3.11E-01,-4.33E-02,-3.39E-06
-3.11E-01,-8.67E-02,-3.38E-06
-3.11E-01,-1.30E-01,-3.37E-06
-3.11E-01,-1.73E-01,-3.35E-06
-3.11E-01,-2.17E-01,-3.34E-06
-3.11E-01,-2.60E-01,-3.32E-06
-2.67E-01,-4.33E-02,-3.40E-06
-2.67E-01,-8.67E-02,-3.39E-06
-2.67E-01,-1.30E-01,-3.38E-06
-2.67E-01,-1.73E-01,-3.36E-06
-2.67E-01,-2.17E-01,-3.35E-06
-2.67E-01,-2.60E-01,-3.33E-06
-2.22E-01,-4.33E-02,-3.42E-06
-2.22E-01,-8.67E-02,-3.41E-06
-2.22E-01,-1.30E-01,-3.39E-06
-2.22E-01,-1.73E-01,-3.37E-06
-2.22E-01,-2.17E-01,-3.36E-06
-2.22E-01,-2.60E-01,-3.34E-06
-1.78E-01,-4.33E-02,-3.43E-06
-1.78E-01,-8.67E-02,-3.42E-06
-1.78E-01,-1.30E-01,-3.40E-06
-1.78E-01,-1.73E-01,-3.38E-06
-1.78E-01,-2.17E-01,-3.36E-06
-1.78E-01,-2.60E-01,-3.34E-06
-1.33E-01,-4.33E-02,-3.44E-06
-1.33E-01,-8.67E-02,-3.43E-06
-1.33E-01,-1.30E-01,-3.41E-06
-1.33E-01,-1.73E-01,-3.39E-06
-1.33E-01,-2.17E-01,-3.37E-06
-1.33E-01,-2.60E-01,-3.35E-06
-8.89E-02,-4.33E-02,-3.44E-06
-8.89E-02,-8.67E-02,-3.43E-06
-8.89E-02,-1.30E-01,-3.42E-06
-8.89E-02,-1.73E-01,-3.40E-06
-8.89E-02,-2.17E-01,-3.38E-06
-8.89E-02,-2.60E-01,-3.35E-06
-4.44E-02,-4.33E-02,-3.45E-06
-4.44E-02,-8.67E-02,-3.44E-06
-4.44E-02,-1.30E-01,-3.42E-06
-4.44E-02,-1.73E-01,-3.40E-06
-4.44E-02,-2.17E-01,-3.38E-06
-4.44E-02,-2.60E-01,-3.36E-06
